编号,题名,作者,作者机构,日期,期刊,专辑,专题,引用数,下载数,关键词,摘要,URL,爬取时间
71,长三角智慧阅读倡议书,,上海图书馆(上海科学技术情报研究所)南京图书馆浙江图书馆安徽省图书馆,2021/6/20,新世纪图书馆,无,无,2,116,无,"<正>为深入贯彻落实习近平总书记在扎实推进长三角一体化发展座谈会上的重要讲话精神,推动实施《长江三角洲区域一体化发展规划纲要》有关要求,促进长三角地区公共图书馆更高质量一体化发展,不断提高长三角地区全民阅读的能级和水平,上海图书馆(上海科学技术情报研究所)、南京图书馆、浙江图书馆和安徽省图书馆共同倡议,大力推进长三角智慧阅读。一、智慧阅读,创造未来当前,物联网、云计算、大数据、人工智能、",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WoqpOiX7bfihhH3K96HJdaoMa35vzc7NjXb3o1TOvqzScvifBQx2ZIzIFMIZCq0gJ1ZiUP-0tOaWoKzmczgS0Dv9oQOEcVL0JnsQQx4L2KyUlVR8_bAlwB8-B48frrj_E5Xx4w3MFfqg==&uniplatform=NZKPT&language=CHS,2024/6/28
72,人工智能在图书馆的实施路径研究,侯志江,天津理工大学图书馆,2021/6/15,图书馆工作与研究,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,11,648,人工智能; 智慧图书馆; 迁移学习; EasyDL,"提出基于迁移学习和EasyDL人工智能开放平台实现图书馆智能服务的技术路径,并以图书馆人群聚集现象自动检测系统的实现为例验证了该路径方案的可行性与实用性。指出该技术路径具有技术壁垒低、适用范围广、高度可定制等优势。在此基础上,从实施路径和思维模式两个方面提出图书馆实施人工智能的建议。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Wgau7loHBZyvb2MiVIXvVCyId88V_XpHXQwEI66Ax2LQxiDqQXBRxZrLgyRvnOIPZF8jAFKF_GNfNBPBL6w8_v9KJkU3b87BPLK7PivzTj1sHCjx2QKTKmfobWKlNlaIuLLXISFtxgXw==&uniplatform=NZKPT&language=CHS,2024/6/28
73,“5G+”时代图书馆智慧阅读服务新生态研究,汤尚;柳菁,长沙学院图书馆,2021/6/15,图书馆工作与研究,信息科技,图书情报与数字图书馆,35,1514,5G; 智慧阅读; 服务生态; 物联网; 人工智能; 区块链,"结合5G技术的特征分析其与物联网、VR/AR、人工智能、区块链等新技术深度融合给图书馆智慧阅读服务带来的新变化,阐释""5G+""时代图书馆智慧阅读服务新生态的内涵及特征,指出其内容包括阅读空间服务、泛在阅读服务、情景阅读服务、智能荐读服务、在线MOOC和阅读认证服务,并从交叉应用多元技术、实现人机协同共生、加强跨界交流合作等方面提出图书馆智慧阅读服务新生态的实践路径。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WkDdRew3pbt_v8geg8JKLgxKKgwkROkYvXP5kIpj-MaSDgy49V58nsWirlJaT07LLK2Ej5bPB4TiReEZEenz_N7bZBOIWbcue040swD0BgmqXg1zmuU7wfaZPd6i3bO0MTdE6vO_upCA==&uniplatform=NZKPT&language=CHS,2024/6/28
74,“5G+AI”技术驱动下的图书馆智能空间再造与服务研究,姚雪梅,辽宁省图书馆,2021/6/15,图书馆,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,28,1126,5G; AI; 人工智能; 智能空间; 空间再造; 图书馆,"图书馆智能空间再造是新时代环境下图书馆谋求转型与发展的重要突破口,文章首先对国内图书馆空间再造发展研究现状进行可视化分析,通过对5G、AI技术与图书馆空间再造的契合度的论述,探索如何通过新技术融合创新赋能智能空间再造与服务,在此基础上归纳了在""5G+AI""环境下图书馆智能空间的特点及其层次框架,并从3个层面探究了""5G+AI""技术驱动下的图书馆智能空间服务,空间服务层面:由借阅服务、信息服务走向智能连接服务;空间延伸层面:由单体空间、局域空间走向全域空间;空间价值层面:由服务价值、创新价值上升到文化价值。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VQFDsHlRPWMEZ9e94FbvNHrnjN3pwb-6Mzqt76AhAhmeNRdkUNWmcn5G9RRK9u4xJg_Hv3uxw7MwWUe37Zg6bS79hLL34nJpHTidAUF_r6zysBPsqb7eKjzj18ltsvUKxC_3-gKfrvxQ==&uniplatform=NZKPT&language=CHS,2024/6/28
75,信息生态视域下图书馆新型智库知识服务模式研究,黄务兰;张涛;蒋博,1. 上海商学院2. 上海财经大学信息管理与工程学院,2021/6/10,西南民族大学学报(人文社会科学版),社会科学Ⅱ辑;信息科技,计算机软件及计算机应用;图书情报与数字图书馆,8,795,知识服务; 信息生态; 新型智库; 图书馆; 信息技术,"图书馆在国家新型智库建设中具有得天独厚的优势,研究图书馆向智库知识服务转型,是提高图书馆软实力的路径之一。通过分析智库建设背景下图书馆知识服务的内涵,从信息生态视角出发,构建图书馆知识服务模式,并给出当前图书馆面向智库提供知识服务的创新路径。构建的知识服务模式注重智库机构的知识产出和共享、图书馆与智库机构的合作共赢,形成一种由知识产出→知识加工处理、分析→知识扩散和传播→知识应用→知识产出的信息生态良性循环过程。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VNAyeagSVf1EWZ5IQMRVcXBSSY9Lv5slYfFWx8MFko5PJf1-tOhzsDZlcGy9IGZGxHNt6qtNCXrUorGa2LQg_h_k1Iod5JL-OX64LurGlJE-adFD8BCbNUYKrhYCkbZwfdg0YPsNxzTQ==&uniplatform=NZKPT&language=CHS,2024/6/28
76,智能阅读：新时代阅读的新趋势,方卿;王欣月;王嘉昀,武汉大学信息管理学院,2021/6/2 8:55,科技与出版,信息科技,图书情报与数字图书馆,39,2366,智能阅读; 智能技术; 读者需求; 定制化生产; 个性化推送,"文章通过回顾阅读方式的历史演变并结合当下读者需求的现实背景,阐明了阅读发展可能出现的智能化趋势。文章将阅读智能化趋势定义为智能阅读,并从发展导向与产出内容、关键要素、运作特征等角度阐述了其内涵与特征。在此基础上,分析了智能阅读发展的现状及潜在问题,并提出了发展智能阅读的建议。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Vwf5-6gL6UKiZkXqa0WpOkqKLN6uX__Ji9GGNBvBJvDykCBg3SYM15QYizpwmtZ245WdqKC2lyndzF0p2oClUDD6ErpdsYC4Omfm4jcY5uaYjo8ObXKOKP8JPRQMnyds5NSygAwOKBSA==&uniplatform=NZKPT&language=CHS,2024/6/28
77,近5年图情SSCI期刊人工智能伦理研究文献分析与启示,黄崑;徐晓婷;黎安润泽;徐峰,1. 北京师范大学政府管理学院2. 南京大学信息管理学院3. 中国科学技术信息研究所,2021/6/1,现代情报,信息科技,自动化技术;图书情报与数字图书馆,5,1799,人工智能; 伦理; 图书情报; 内容分析,"[目的/意义]探索图情学科对人工智能伦理问题研究现状,推动信息管理技术在同步发展的伦理研究中健康发展。[方法/过程]收集2015—2019年Web of Science核心合集图书情报学科类目SSCI期刊中,探讨人工智能伦理的学术论文39篇。利用内容分析法从问题层次、应用领域、对策等角度进行编码和分析。[结果/结论]结果表明,图情学科SSCI期刊论文对人工智能伦理问题的关注整体上与人工智能伦理研究领域具有较高一致性。研究视角覆盖人本主义观和技术主义观,研究内容较为全面地涵盖了数据、算法及人工智能系统不同层次,涉及医药卫生、文化教育、军事、政治等多个领域。并且,从社会、技术角度开展对策研究。图情领域未来可以进一步加强伦理问题层次和领域研究的多样性,深化人工智能伦理倡导规范与准则等问题的研究。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8V6XumSmLdt-r_8-L7oXv75cWefA4CalYwUeMoDHouBaorGhyZizRlYDqj_w5-6kn9sTV7hUzXl5_wJk5Vtslb1LSpe2hnEA3ZC2voX6LqzMrZ5LIEw_ywytxVG7YhShsETZDwc5Laa-Q==&uniplatform=NZKPT&language=CHS,2024/6/28
78,国家工程技术图书馆“十四五”发展思考,曾建勋;周杰;杨代庆;王星,中国科学技术信息研究所,2021/5/25,数字图书馆论坛,信息科技,图书情报与数字图书馆,6,313,国家工程技术图书馆; 科技文献保障; 知识组织; 知识服务,"简要概述国家工程技术图书馆发展现状,分析科技文献资源的出版和利用环境变化、科技文献的战略安全保障与服务等一系列变革对国家工程技术图书馆的挑战和机遇。在此基础上,提出国家工程技术图书馆需要着眼于国家创新发展战略需求、国家科技信息安全、国家科技信息保障利用提升、国家科技信息服务均衡发展,从资源建设、知识组织、知识服务、科研能力等方面部署相关重点任务,继而形成国家工程技术文献发现服务中心、科技论文信息监测服务中心、文献情报基础设施研发推广中心、国家科研档案收藏管理中心""四大服务中心""。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VgBMst_udfROFDZX6hia_AhnrqYZYFzATccCXPu_7yI1B11BNDR0v4CNf1wQxSwB5QnMqAvXEsJmAi30sQt1c9PGK_kxUJ0SSdidhrMBHMiYv0IpsVqto2xOLMAcuAh6PXA2D8BaLv7g==&uniplatform=NZKPT&language=CHS,2024/6/28
79,国家农业图书馆“十四五”发展战略思考,赵瑞雪;张丹丹;寇远涛;黄永文;杨小薇,1. 中国农业科学院农业信息研究所2. 农业农村部农业大数据重点实验室,2021/5/25,数字图书馆论坛,信息科技,图书情报与数字图书馆,9,367,国家农业图书馆; “十四五”规划; 发展战略; 农业科技创新,"本文在简述国家农业图书馆概况,总结其在资源建设多样化、知识组织语义化、技术支撑智能化以及信息服务多元化等方面成效的基础上,分析当前图书馆行业的国内外发展态势及所面临的严峻挑战,从指导原则、发展思路、发展目标、重点任务及保障措施5个方面,提出""十四五""时期国家农业图书馆的发展路径与策略,以期为国内图书馆行业的发展提供参考。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8Ueg0bQwNmTjgM2KWRb_vKRlPtQWYxCF-YHhbTyLm6Xt5U0uFynthCZvM5TXrkzibQG14wHoBB3KHH-uJKOI4pUAuSsyhCH3lR2oUXiZQpbfK0v3el3vXyxTXs58xeSMtNN_p66BgXfMw==&uniplatform=NZKPT&language=CHS,2024/6/28
80,面向医学科技发展 做好医学图书馆“十四五”规划,池慧;任慧玲;刘懿,中国医学科学院医学信息研究所/图书馆,2021/5/25,数字图书馆论坛,信息科技,图书情报与数字图书馆,8,417,“十四五”规划; 医学图书馆; 信息资源; 信息服务,"""健康中国战略""为我国""十四五""时期医学信息服务和医学科技信息资源建设提供新的发展机遇,同时也提出更高要求。本文在分析中国医学科学院医学信息研究所/图书馆""十四五""期间面临的机遇和挑战的基础上,基于图书馆数字化信息资源建设、多元化信息知识服务方面长期发展积累,提出图书馆""十四五""规划的三大要点:强化多维医学科技信息知识基础设施;构建情报工具平台服务;集成信息技术提升智慧图书馆用户体验。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8UZJvMcXnrchcquKyjgjU5jBseTHG8rwnPl1SsChHgJvcDqwzgUshS66hMzmJ-QeYJLoUD57rPlaXGWA9tXuzW1aTNEfywlRX9zWuSsgv5K7VS3W-gJWmFzeJglLR3aijs-np0xA-SiaA==&uniplatform=NZKPT&language=CHS,2024/6/28
81,人工智能时代公共数字文化服务个人隐私保护的困境与对策,吴高,广西师范大学法学院,2021/5/25,图书馆学研究,信息科技,图书情报与数字图书馆,23,1709,人工智能; 公共数字文化服务; 个人隐私; 个人信息; 图书馆; 公共文化,"人工智能时代,公共数字文化服务中个人隐私保护面临诸多困境,如个人隐私内容范围不断拓宽、个人隐私泄露风险不断提升、个人隐私保护立法进程滞后等。个人隐私保护是对人性自由和人格尊严的尊重,是人类文明进步的体现。通过对我国公共数字文化服务个人隐私保护制度环境(包括法规标准环境和机构政策环境)进行调查后发现,我国个人隐私保护法律法规很不完善,并且公共文化机构隐私保护政策严重缺失,这非常不利于个人隐私保护的实现。借鉴国内外对个人隐私进行保护的经验可知,公共数字文化服务个人隐私保护对策主要应包括完善制度顶层设计(国家层面)、加强行业自律合作(行业层面)以及优化内部治理机制(机构层面)三个方面内容。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8XTJey_2qDEYe2DJcJf5ON02bdsTsctMX-bAO1Sg0YN2YywSzcj1X_O_VJt_pjFEqaU8p9m5AbMD5smsdA10dUuNSiS84uj_LCfxlIt8spoMt0tK88xGsqmwtgE4cQg5gX32sp6g2TAUg==&uniplatform=NZKPT&language=CHS,2024/6/28
82,基于Omeka与IIIF的特藏资源库建设研究与实践——以华东师范大学近代教科书数据库为例,张毅;陈丹,华东师范大学图书馆,2021/5/21,大学图书馆学报,信息科技,图书情报与数字图书馆,10,762,特藏; 近代教科书; Omeka IIIF; 人工智能,"数字阅读的流行以及商业搜索引擎与移动APP的快速增长,不仅挑战着图书馆作为知识文化中心的地位,也减少了图书馆高价值收藏的关注度,让读者迷失在鱼龙混杂的信息当中。此文在分析了国内""985工程""高校图书馆特藏资源库建设的基础上,以华东师范大学图书馆近代教科书数据库为例,借助国际图像互操作框架IIIF、开源特藏资源管理系统Omeka以及腾讯AI接口,重构图书馆特藏资源库建设思路,寻找图书馆无缝融合全球海量特藏资源的能力。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8UyU58RxaH99bSL_Gf5LW8Lq4XjTPg1nbXplm8yg4vFL-vm7M658M2m_XK9SX2VAxV5VTIpM3hyGjwZss0oRQqRCyzo3LBuWZckbFApRY459GMNNK1LHaXPdzEMv6l_AVD-5ULWllYO-w==&uniplatform=NZKPT&language=CHS,2024/6/28
83,“十四五”时期图情学科愿景展望——基于全球战略蓝图的分析,吴丹;郭清玥,武汉大学信息管理学院,2021/5/20 9:37,图书情报知识,信息科技,图书情报与数字图书馆,20,2246,图书馆学; 情报学; 战略分析; 学科展望; 服务转型; 新技术; 数据治理; “十四五”时期,"[目的/意义]在年代相交之际,立足全球视野分析思考""十四五""时期图情学科的现状与未来走向,为新时代学科的发展提供参考。[研究设计/方法]采集并分析全球范围内多篇战略蓝图报告,解读社会对图书情报领域提出的相关需求,探讨学科未来研究方向。[结论/发现]新时代中,图书情报学科可以在社会关注的文化服务、技术创新、数据治理以及可持续发展等方面深化研究,不断升级图书情报服务,响应""新文科""建设部署,加强数据开发与利用,促进社会可持续发展。[创新/价值]从图书情报学科视角,对国际以及国内的宏观战略文件进行综合性分析,挖掘社会转型为学科带来的发展机遇,展望""十四五""时期学科的理论与实践研究。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8VEx9tqumX9ikzKFf6GzaPENO1IovwH9VkG83ngSc46qlNv-0wc_7foJxal-oTa9TJ6xiSTRge9j69znDg7VcGwfjOOON6r2055Cs5ndShQGn7Qf9L09oDcVUZWV3n8AkWrqF_WRPbYiQ==&uniplatform=NZKPT&language=CHS,2024/6/28
84,LoRa技术在智慧图书馆中的应用研究,周杰,贵州大学图书馆,2021/5/20,新世纪图书馆,信息科技,计算机软件及计算机应用;图书情报与数字图书馆,8,668,LoRa技术; 智慧图书馆; 无线通信技术; 智慧化服务,"为促进智慧图书馆建设,满足图书馆智慧化建设对于技术的需求,文章利用低功耗远距离通信LoRa技术完善图书馆智慧化建设。在分析智慧图书馆技术应用现状的前提下,详细介绍其技术特点及在智慧图书馆中的可行性与应用优势,最后构建四个基于LoRa技术的智慧图书馆应用场景。LoRa技术具有远距离、低功耗、多节点、高速率等技术特点,弥补了现有无线通信技术的不足,开创了低功耗局域网无线标准,将其应用到智慧图书馆中,将改善图书馆无线通信网络质量,助推图书馆提供智慧化服务,并为无线通信技术应用到智慧图书馆建设中提供借鉴。",https://kns.cnki.net/kcms2/article/abstract?v=RkYMyaebi8WSsIBEHT1G95hg9gFcsFFtBGvpctfVOixYR4x03HJ2o9Vyt2vlKV1OEPW9EBcVRikoNM_TSPdNOX_X6xCitpsi_Uw3NQguIpsLyeHDc5FdBdTSqtQU873wFaM--JR4BYWDW7TJELZf7g==&uniplatform=NZKPT&language=CHS,2024/6/28
